Date,Open,High,Low,Close,Adj Close,Volume
2019-04-29,190.649994,191.320007,190.339996,191.020004,184.926163,21716200
2019-04-30,189.479996,189.850006,188.210007,189.539993,183.493362,31495300
2019-05-01,190.779999,191.320007,188.800003,188.929993,182.902786,34797100
2019-05-02,188.869995,189.850006,186.869995,188.110001,182.108994,44110100
2019-05-03,189.669998,191.250000,189.330002,191.110001,185.013306,30386200
2019-05-06,187.050003,190.199997,186.759995,189.940002,183.880600,38371800
2019-05-07,187.869995,188.669998,184.509995,186.240005,180.298691,58818100
2019-05-08,185.630005,187.169998,184.960007,185.770004,179.843628,37165300
2019-05-09,183.699997,185.410004,182.089996,184.770004,178.875580,55351700
2019-05-10,184.110001,185.889999,181.029999,185.000000,179.098206,58526400
2019-05-13,180.289993,181.259995,178.059998,178.580002,172.883072,67185800
2019-05-14,179.520004,181.630005,178.860001,180.539993,174.780487,43360600
2019-05-15,179.350006,183.550003,179.309998,183.089996,177.249146,40944500
2019-05-16,183.169998,186.070007,182.949997,184.929993,179.030441,39281200
2019-05-17,183.100006,185.580002,182.880005,183.039993,177.200729,44702300
2019-05-20,180.490005,181.179993,179.339996,179.949997,174.209290,38608300
2019-05-21,181.500000,182.330002,180.919998,181.830002,176.029358,31613800
2019-05-22,180.820007,182.070007,180.750000,181.020004,175.245193,24332600
2019-05-23,178.940002,179.020004,177.139999,178.250000,172.563553,45351300
2019-05-24,179.210007,179.850006,177.940002,178.160004,172.476395,25903300
2019-05-28,178.660004,179.660004,177.470001,177.490005,171.827805,24763800
2019-05-29,176.389999,177.000000,175.089996,176.029999,170.414398,42178800
2019-05-30,176.500000,177.270004,175.770004,176.770004,171.130783,30354800
2019-05-31,174.690002,175.289993,173.869995,173.949997,168.400726,45446200
2019-06-03,173.479996,173.949997,169.270004,170.119995,164.692886,75842300
2019-06-04,172.029999,174.970001,171.369995,174.910004,169.330078,47797800
2019-06-05,176.580002,176.610001,174.380005,176.210007,170.588684,34412700
2019-06-06,176.509995,178.039993,175.729996,177.610001,171.944000,29913200
2019-06-07,178.559998,181.770004,178.330002,181.039993,175.264557,45888300
2019-06-10,182.250000,184.850006,182.210007,183.149994,177.307205,41385300
2019-06-11,185.059998,185.399994,182.779999,183.399994,177.549240,41260300
2019-06-12,182.899994,183.279999,182.000000,182.339996,176.523056,27758100
2019-06-13,183.100006,183.869995,182.740005,183.419998,177.568619,23715800
2019-06-14,182.479996,183.110001,181.940002,182.639999,176.813522,22844100
2019-06-17,183.039993,184.250000,182.839996,183.740005,177.878387,20379500
2019-06-18,185.910004,187.720001,185.429993,186.410004,180.463242,48177300
2019-06-19,186.660004,187.529999,185.570007,187.110001,181.140930,31672900
2019-06-20,189.720001,189.759995,187.160004,188.850006,182.825394,40922000
2019-06-21,188.630005,189.770004,188.169998,188.570007,182.554321,39980400
2019-06-24,188.529999,188.720001,188.059998,188.160004,182.560181,19375200
2019-06-25,188.029999,188.139999,184.649994,184.929993,179.426270,33921100
2019-06-26,186.160004,187.330002,185.490005,185.789993,180.260635,22595700
2019-06-27,186.460007,186.940002,185.990005,186.500000,180.949570,19709200
2019-06-28,186.949997,187.149994,186.070007,186.740005,181.182404,21179200
2019-07-01,190.320007,190.570007,188.380005,189.259995,183.627380,31025600
2019-07-02,189.199997,190.029999,188.660004,190.009995,184.355103,18035800
2019-07-03,190.490005,191.440002,190.289993,191.440002,185.742523,15792100
2019-07-05,190.130005,191.399994,189.389999,191.050003,185.364120,21415600
2019-07-08,189.809998,189.869995,188.929993,189.710007,184.063980,17598800
2019-07-09,188.809998,190.899994,188.649994,190.660004,184.985748,19193500
2019-07-10,191.820007,193.089996,191.470001,192.559998,186.829193,28374500
2019-07-11,192.850006,193.339996,191.809998,192.419998,186.693344,23736100
2019-07-12,192.630005,193.539993,192.449997,193.529999,187.770325,20211900
2019-07-15,193.979996,194.190002,193.440002,194.149994,188.371872,15606100
2019-07-16,193.910004,194.089996,192.559998,193.149994,187.401642,20190900
2019-07-17,193.149994,193.490005,192.179993,192.199997,186.479904,16765100
2019-07-18,191.289993,192.789993,190.690002,192.419998,186.693344,28877000
2019-07-19,193.740005,193.830002,190.809998,191.009995,185.325256,29387900
2019-07-22,191.440002,192.940002,191.440002,192.529999,186.800095,18954900
2019-07-23,193.580002,193.809998,192.289993,193.789993,188.022568,23786700
2019-07-24,193.050003,195.160004,193.029999,195.149994,189.342087,20422900
2019-07-25,194.490005,194.520004,192.929993,193.300003,187.547150,23434700
2019-07-26,194.529999,195.550003,194.429993,195.289993,189.477936,20431200
2019-07-29,195.110001,195.179993,193.389999,194.619995,188.827881,20451700
2019-07-30,193.130005,194.539993,192.990005,193.779999,188.012848,18705000
2019-07-31,194.300003,194.429993,189.320007,191.100006,185.412643,41627500
2019-08-01,191.429993,194.979996,189.229996,190.149994,184.490921,63251600
2019-08-02,188.720001,188.990005,186.210007,187.350006,181.774216,55214000
2019-08-05,183.429993,183.509995,179.199997,180.729996,175.351242,75040000
2019-08-06,182.399994,183.800003,181.070007,183.259995,177.805969,41897200
2019-08-07,181.270004,184.509995,179.889999,184.250000,178.766495,49990600
2019-08-08,185.080002,188.320007,184.570007,188.259995,182.657181,38418100
2019-08-09,187.360001,188.000000,185.029999,186.490005,180.939850,33608900
2019-08-12,185.339996,185.899994,183.500000,184.350006,178.863510,24642900
2019-08-13,184.190002,189.679993,184.020004,188.389999,182.783279,40241900
2019-08-14,185.360001,185.949997,182.419998,182.759995,177.320816,51000500
2019-08-15,183.000000,183.589996,181.160004,182.550003,177.117111,36685000
2019-08-16,184.210007,185.949997,184.100006,185.479996,179.959961,32781400
2019-08-19,188.160004,188.830002,187.500000,188.429993,182.822113,22494100
2019-08-20,187.960007,188.639999,186.919998,186.970001,181.405563,19902900
2019-08-21,188.610001,189.229996,187.960007,188.630005,183.016129,20418500
2019-08-22,188.979996,189.460007,186.539993,188.020004,182.424286,24243700
2019-08-23,186.740005,188.449997,181.559998,182.070007,176.651398,55372400
2019-08-26,184.139999,184.869995,183.080002,184.820007,179.319534,27598900
2019-08-27,186.110001,186.419998,183.710007,184.429993,178.941147,28012800
2019-08-28,183.830002,185.399994,182.910004,185.089996,179.581497,21792400
2019-08-29,187.389999,188.460007,186.679993,187.919998,182.327271,25358900
2019-08-30,188.929993,188.970001,186.410004,187.470001,181.890701,26319800
2019-09-03,186.220001,187.179993,185.029999,185.649994,180.124847,27964200
2019-09-04,187.440002,188.490005,186.899994,188.330002,182.725082,21592100
2019-09-05,190.410004,192.330002,190.339996,191.779999,186.072403,33932600
2019-09-06,192.100006,192.169998,191.169998,191.589996,185.888046,19487800
2019-09-09,192.190002,192.270004,190.220001,191.190002,185.499954,24407600
2019-09-10,190.160004,190.740005,188.910004,190.639999,184.966339,23744700
2019-09-11,191.000000,192.529999,190.559998,192.429993,186.703049,25063600
2019-09-12,193.610001,194.710007,192.970001,193.229996,187.479233,28689900
2019-09-13,192.949997,193.399994,192.289993,192.539993,186.809753,27669800
2019-09-16,191.300003,192.080002,191.110001,191.679993,185.975372,20319000
2019-09-17,191.699997,192.600006,191.289993,192.600006,186.867981,20953400
2019-09-18,192.199997,192.600006,190.110001,192.520004,186.790390,29781300
2019-09-19,192.860001,194.039993,192.470001,192.839996,187.100876,26039400
2019-09-20,193.110001,193.309998,190.160004,190.800003,185.121567,29086100
2019-09-23,190.360001,191.070007,189.720001,190.500000,185.203232,22485900
2019-09-24,191.369995,191.789993,187.149994,187.970001,182.743591,40820700
2019-09-25,187.779999,190.580002,186.210007,190.080002,184.794891,34704900
2019-09-26,189.830002,190.000000,187.979996,189.380005,184.114380,26826000
2019-09-27,189.729996,189.830002,185.750000,187.029999,181.829697,40773500
2019-09-30,187.789993,189.110001,187.399994,188.809998,183.560242,26307700
2019-10-01,189.500000,190.589996,186.960007,187.270004,182.063034,32367600
2019-10-02,186.000000,186.029999,183.020004,184.050003,178.932587,48544300
2019-10-03,184.029999,186.210007,181.820007,186.070007,180.896423,39392500
2019-10-04,187.080002,189.080002,186.880005,188.809998,183.560242,31887600
2019-10-07,188.270004,189.740005,187.910004,188.240005,183.006058,21216000
2019-10-08,187.059998,187.860001,185.270004,185.419998,180.264465,32379300
2019-10-09,186.990005,188.080002,186.429993,187.229996,182.024155,20147400
2019-10-10,187.279999,189.429993,187.119995,188.679993,183.433838,25177700
2019-10-11,190.830002,192.630005,190.720001,191.110001,185.796219,40976700
2019-10-14,190.839996,191.699997,190.649994,191.089996,185.776810,14975000
2019-10-15,191.679993,193.970001,191.559998,193.520004,188.139267,23234200
2019-10-16,192.860001,193.529999,192.429993,193.039993,187.672623,20457100
2019-10-17,194.199997,194.500000,192.809998,193.550003,188.168411,19045200
2019-10-18,193.199997,193.669998,190.710007,191.690002,186.360123,27700800
2019-10-21,192.710007,193.520004,192.139999,193.389999,188.012863,15801200
2019-10-22,194.149994,194.419998,191.789993,191.850006,186.515701,22392300
2019-10-23,191.460007,192.259995,191.149994,192.220001,186.875397,14828400
2019-10-24,193.589996,194.210007,192.740005,194.089996,188.693436,18998500
2019-10-25,193.089996,195.740005,193.050003,195.639999,190.200256,21507100
2019-10-28,196.550003,197.830002,196.550003,197.570007,192.076675,18818700
2019-10-29,197.240005,197.539993,196.009995,196.039993,190.589203,18569700
2019-10-30,196.419998,197.320007,195.289993,196.990005,191.512787,21764300
2019-10-31,197.559998,197.649994,195.940002,197.080002,191.600266,26801800
2019-11-01,197.929993,198.880005,197.630005,198.869995,193.340515,22131900
2019-11-04,200.190002,200.529999,198.869995,200.100006,194.536301,19015900
2019-11-05,200.350006,200.550003,199.550003,200.210007,194.643234,15048900
2019-11-06,199.979996,200.000000,198.789993,199.759995,194.205734,19725500
2019-11-07,200.759995,201.720001,199.850006,200.429993,194.857117,17832400
2019-11-08,200.070007,201.250000,199.539993,201.229996,195.634842,15258800
2019-11-11,200.210007,201.039993,199.940002,200.960007,195.372406,10147600
2019-11-12,201.130005,202.210007,200.820007,201.539993,195.936295,14778300
2019-11-13,200.839996,201.779999,200.710007,201.589996,195.984848,15774600
2019-11-14,200.830002,201.559998,200.220001,201.429993,195.829346,16945400
2019-11-15,202.649994,202.910004,202.000000,202.910004,197.268173,18427900
2019-11-18,202.589996,203.389999,201.770004,203.070007,197.423737,18365900
2019-11-19,203.839996,203.839996,202.589996,203.369995,197.715378,16923300
2019-11-20,202.839996,203.449997,200.619995,202.149994,196.529312,36629000
2019-11-21,201.929993,202.070007,201.070007,201.699997,196.091797,17883600
2019-11-22,202.199997,202.320007,200.740005,201.830002,196.218231,17189600
2019-11-25,202.699997,204.259995,202.669998,204.220001,198.541763,17752800
2019-11-26,204.350006,204.869995,204.050003,204.610001,198.920898,14780600
2019-11-27,205.139999,206.050003,204.889999,206.039993,200.311157,16963100
2019-11-29,205.520004,205.830002,205.000000,205.100006,199.397324,9854600
2019-12-02,205.110001,205.179993,201.779999,203.000000,197.355652,28007000
2019-12-03,200.210007,201.490005,199.229996,201.410004,195.809906,31104100
2019-12-04,202.440002,202.910004,202.139999,202.429993,196.801483,15300100
2019-12-05,203.149994,203.149994,201.839996,202.830002,197.190384,14962300
2019-12-06,204.309998,205.149994,204.149994,205.000000,199.300079,16555300
2019-12-09,204.630005,205.589996,203.979996,204.070007,198.395889,13984100
2019-12-10,204.169998,204.880005,203.440002,203.899994,198.230637,21799800
2019-12-11,204.360001,205.190002,204.039993,204.979996,199.280594,18780800
2019-12-12,204.770004,207.320007,204.490005,206.509995,200.768066,32612000
2019-12-13,206.399994,207.910004,205.960007,207.190002,201.429169,32519400
2019-12-16,208.550003,209.529999,208.479996,209.270004,203.451340,21296600
2019-12-17,209.539993,209.710007,209.039993,209.389999,203.567978,15996100
2019-12-18,209.570007,210.130005,209.330002,209.550003,203.723572,15443300
2019-12-19,209.639999,210.929993,209.619995,210.860001,204.997147,17865900
2019-12-20,211.860001,212.520004,211.270004,211.710007,205.823517,27672600
2019-12-23,212.000000,212.149994,211.630005,211.809998,206.367157,23774700
2019-12-24,212.000000,212.089996,211.440002,211.919998,206.474335,7089000
2019-12-26,212.259995,213.809998,212.229996,213.789993,208.296265,17067500
2019-12-27,214.539993,214.559998,213.039993,213.610001,208.120880,18134100
2019-12-30,213.500000,213.630005,211.160004,212.210007,206.756897,21815500
2019-12-31,211.529999,212.759995,211.199997,212.610001,207.146606,18170900
2020-01-02,214.399994,216.160004,213.979996,216.160004,210.605392,30969400
2020-01-03,213.300003,215.470001,213.279999,214.179993,208.676239,27518900
2020-01-06,212.500000,215.589996,212.240005,215.559998,210.020782,21655300
2020-01-07,215.639999,216.139999,214.850006,215.529999,209.991577,22139300
2020-01-08,215.500000,218.139999,215.160004,217.149994,211.569931,26397300
2020-01-09,218.940002,219.410004,217.710007,218.990005,213.362656,23547000
2020-01-10,219.850006,219.869995,218.039993,218.429993,212.817032,21898500
2020-01-13,219.330002,220.979996,218.979996,220.949997,215.272308,22756900
2020-01-14,220.839996,221.210007,219.740005,220.080002,214.424652,24418100
2020-01-15,220.199997,221.199997,219.449997,220.169998,214.512329,25742100
2020-01-16,221.270004,222.320007,220.800003,222.279999,216.568069,18805000
2020-01-17,223.279999,223.559998,222.119995,223.380005,217.639832,24325200
2020-01-21,222.759995,223.839996,222.660004,223.279999,217.542404,21146300
2020-01-22,224.410004,225.149994,223.589996,223.869995,218.117218,20736400
2020-01-23,223.740005,224.690002,222.699997,224.589996,218.818756,26496100
2020-01-24,225.639999,225.880005,221.669998,222.699997,216.977295,37436500
2020-01-27,217.669998,219.279999,217.179993,218.100006,212.495529,42264400
2020-01-28,219.639999,221.960007,219.059998,221.449997,215.759430,26731900
2020-01-29,222.679993,222.929993,220.830002,221.809998,216.110229,28924500
2020-01-30,220.380005,222.699997,219.690002,222.600006,216.879868,39568100
2020-01-31,223.529999,223.559998,218.289993,219.070007,213.440628,52015800
2020-02-03,220.139999,222.889999,219.990005,222.380005,216.665558,25408600
2020-02-04,225.419998,227.860001,224.649994,227.470001,221.624756,30691200
2020-02-05,230.210007,230.250000,226.850006,228.220001,222.355484,38534800
2020-02-06,228.789993,230.250000,227.979996,230.190002,224.274887,22467100
2020-02-07,229.160004,230.440002,228.539993,229.199997,223.310257,25884900
2020-02-10,228.440002,231.979996,228.380005,231.970001,226.009125,21478900
2020-02-11,233.250000,234.020004,231.399994,232.009995,226.048096,30198000
2020-02-12,233.380005,234.380005,232.800003,234.270004,228.250000,24471300
2020-02-13,232.639999,234.929993,232.360001,233.970001,227.957703,22773200
2020-02-14,234.339996,234.860001,233.550003,234.639999,228.610474,23438500
2020-02-18,233.500000,235.169998,233.250000,234.729996,228.698181,24394500
2020-02-19,236.130005,237.470001,235.850006,236.979996,230.890335,22230500
2020-02-20,236.460007,236.949997,231.880005,234.779999,228.746918,42604000
2020-02-21,233.610001,234.009995,229.320007,230.270004,224.352798,66017200
2020-02-24,221.679993,224.250000,220.259995,221.389999,215.700958,84522600
2020-02-25,223.250000,223.990005,214.740005,215.369995,209.835663,97743000
2020-02-26,216.710007,220.279999,214.899994,216.479996,210.917145,79537700
2020-02-27,210.899994,216.419998,205.500000,205.639999,200.355682,121822600
2020-02-28,198.639999,207.169998,198.169998,205.800003,200.511581,148173700
2020-03-02,208.880005,216.570007,205.940002,216.419998,210.858688,112933900
2020-03-03,217.110001,219.610001,207.619995,209.479996,204.097015,131953500
2020-03-04,213.320007,218.330002,211.369995,218.220001,212.612457,73086200
2020-03-05,212.690002,216.360001,210.100006,211.589996,206.152832,78705500
2020-03-06,204.669998,209.149994,202.910004,208.020004,202.674545,89828400
